NAISTYP_SORT; NAISTYP_C; NAISTYP_S20; NAISTYP_NAME_LAT; NAISTYP_NAME_DEU; NAISTYP_NAMK_DEU; NAISTYP_NAME_FRZ; NAISTYP_NAMK_FRZ; NTYP_C_ANHANG2A; NTYP_C_BSCHR_SEP; NTYP_C_BSCHR_TI; NTYP_W_B_ETAP1; NTYP_W_B_ETAP2; NTYP_G_P_ETAP1; NTYP_G_P_ETAP2; NTYP_BS_ETAP1; NTYP_BS_ETAP2; NTYP_SSKSMS_ETA1; NTYP_SSKSMS_ETA2; NTYP_DELARZE08; NTYP_C_ABGES; NTYP_C_GFX_ORT; NTYP_C_GFX_BODEN; NAISTYP_GFX; NAISTYP_WGES; NAISTYP_ANFP; NAISTYP_GFK; NAISTYP_GFEI; NAISTYP_GRB; NAISTYP_ANFP_05; NAISTYP_BEM; NTYP_NATP_ABK; NTYP_NATP_BED
59.00005;59J    ;Y;Junipero-Laricetum;Wacholder-Lärchenwald;Wacholder-Lärchenwald;Mélézin à  Genévrier;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;59J;Wacholder-Lärchenwald;59J 59S;LAE;Lärche ;Arven- und Lärchenwälder;59J;;59**;
59.00006;59L    ;Y;Larici-Pinetum cembrae laserpitietosum halleri;Lärchen-Arvenwald mit Laserkraut;Lärchen-Arvenwald mit Laserkraut;Arolière à  Laser;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;59L;Lärchen-Arvenwald mit Laserkraut;59L;LAAV;Lärche-Arve;Arven- und Lärchenwälder;59L;;59 Larici-Pinetum cembrae ;"Mit Laserpitium halleri; keine Schneebewegungen vorhanden; die das Aufkommen von Arven verhindern."
59.0000601;59LLä ;Y;"Larici-Pinetum cembrae laserpitietosum halleri; Lärchenausbildung";"Lärchen-Arvenwald mit Laserkraut; Lärchenausbildung";"Lärchen-Arvenwald mit Laserkraut; Lärchenausbildung";"Arolière à  Laser; variante à  Mélèze dominant";;;;;;;;;;;;;;;x;;59LLae;Lärchen-Arvenwald mit Laserkraut mit Lärche;59LLä;LAAV;Lärche-Arve;Arven- und Lärchenwälder;;;59 Larici-Pinetum cembrae ;"Mit Laserpitium halleri; Schneebewegungen vorhanden; die das Aufkommen von Arven verhindern."
59.00012;59S    ;Y;Seslerio-Laricetum;Blaugras-Lärchenwald;Blaugras-Lärchenwald;Mélézin à  Seslérie;;;;x;;;;;Y;;;;;;x;;59S;Blaugras-Lärchenwald;59J 59S;LAE;Lärche ;Arven- und Lärchenwälder;;Anfoderungsprofil wie 59J ;59 Seslerio-Laricetum ;
59.00014;59V    ;Y;Larici-Pinetum cembrae vaccinietosum myrtilli;Lärchen-Arvenwald mit Heidelbeere;Lärchen-Arvenwald mit Heidelbeere;Arolière à  Myrtille;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;59V;Lärchen-Arvenwald mit Heidelbeere;59 59V;LAAV;Lärche-Arve;Arven- und Lärchenwälder;59 59V;;59 Larici-Pinetum cembrae ;"Ohne Laserpitium halleri; Vaccinium myrtillus dominiert; keine Schneebewegungen vorhanden; die das Aufkommen von Arven verhindern."
59.0001401;59VLä ;Y;"Larici-Pinetum cembrae vaccinietosum myrtilli; Lärchenausbildung";"Lärchen-Arvenwald mit Heidelbeere; Lärchenausbildung";"Lärchen-Arvenwald mit Heidelbeere; Lärchenausbildung";" Arolière à  Myrtille; variante à  Mélèze dominant";;;;;;;;;Y;Y;;;;;x;;59VLae;Lärchen-Arvenwald mit Heidelbeere mit Lärche;59Lä 59VLä;LAAV;Lärche-Arve;Arven- und Lärchenwälder;;;59 Larici-Pinetum cembrae ;"Ohne Laserpitium halleri; Vaccinium myrtillus  dominiert; Schneebewegungen vorhanden; die das Aufkommen von Arven verhindern."
59.00016;59H    ;Y;Larici-Pinetum cembrae rhododendretosum hirsuti;Lärchen-Arvenwald mit Steinrose;Lärchen-Arvenwald mit Steinrose;Arolière à  Rhododendron cilié;;;x;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;;59H;Lärchen-Arvenwald mit Steinrose;59C 59E 59H 72;LAAVE;Lärche-Arve extrem;Arven- und Lärchenwälder;;;keine Zuordung möglich;
59.00018;59R    ;Y;Larici-Pinetum cembrae rumicetosum scutati;Lärchenwald mit schildblättriger Ampfer;Lärchenwald mit schildblättriger Ampfer;Mélézin à  Rumex à  écussons;;;x;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;;59R;Lärchenwald mit schildblättriger Ampfer;59R;LAE;Lärche ;Arven- und Lärchenwälder;;"kein Anforderungsprofil; da keine Pflegeeingriffe notwendig";keine Zuordung möglich;
59.1;59*    ;Y;Rhododendro ferruginei-Laricetum;Alpenrosen-Lärchenwald;Alpenrosen-Lärchenwald;Mélézin à  Rhododendron;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;59Stern;Alpenrosen-Lärchenwald;59*;LAAV;Lärche-Arve;Arven- und Lärchenwälder;59*;;59 Rhododendro ferruginei-Laricetum ;
60;60;Y;Adenostylo-Piceetum typicum;Typischer Hochstauden-Fichtenwald;Typischer Hochstauden-Fi-Wald;Pessière à  hautes herbes typique ;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;60;Typischer Hochstauden-Fichtenwald;60 60A;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;60 60A;;60;"Ohne Nässezeiger; Athyrium distentifolium dominiert nicht; ohne Tanne;  keine Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.0000001;60Lä  ;Y;"Adenostylo-Piceetum typicum; Lärchenausbildung";"Typischer Hochstauden-Fichtenwald; Lärchenausbildung";"Typischer Hochstauden-Fi-Wald; Lärchenausbildung";Pessière à  hautes herbes typique avec Mélèze;;;;;;;;;Y;Y;;;;;x;;60Lae;Typischer Hochstauden-Fichtenwald mit Lärche;60Lä 60ALä;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;;;60;"Ohne Nässezeiger; Athyrium distentifolium dominiert nicht; Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.0000002;60Ta   ;Y;Adenostylo-Piceetum typicum mit Tanne;Typischer Hochstauden-Fichtenwald mit Tanne;Typischer Hochstauden-Fi-Wald mit Tanne;Pessière à  hautes herbes typique avec Sapin;;;;;;;;;Y;Y;;;;;x;;60Ta;Typischer Hochstauden-Fichtenwald mit Tanne;60Ta 60ATa;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;;;60;"Ohne Nässezeiger; Athyrium distentifolium dominiert nicht; mit Tanne;  keine Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.00001;60A    ;Y;Adenostylo-Piceetum athyrietosum distentifolii;Hochstauden-Fichtenwald mit Alpenwaldfarn;Hochstauden-Fi-Wald mit Alpenwaldfarn;Pessière à  hautes herbes avec Fougère alpestre;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;60A;Hochstauden-Fichtenwald mit Alpenwaldfarn;60 60A;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;60 60A;;60;"Ohne Nässezeiger; Athyrium distentifolium dominiert; ohne Tanne;  keine Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.0000101;60ALä ;Y;"Adenostylo-Piceetum athyrietosum distentifolii; Lärchenausbildung";"Hochstauden-Fichtenwald mit Alpenwaldfarn; Lärchenausbildung";"Hochstauden-Fi-Wald mit Alpenwaldfarn; Lärchenausbildung";"Pessière à  hautes herbes avec Fougère alpestre; variante à  Mélèze dominant";;;;;;;;;Y;Y;;;;;x;;60ALae;Hochstauden-Fichtenwald mit Alpenwaldfarn und Lärche;60Lä 60ALä;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;;;60;"Ohne Nässezeiger; Athyrium distentifolium dominiert; Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.0000102;60ATa  ;Y;Adenostylo-Piceetum athyrietosum distentifolii mit Tanne;Hochstauden-Fichtenwald mit Alpenwaldfarn und Tanne;Hochstauden-Fi-Wald mit Alpenwaldfarn und Tanne;Pessière à  hautes herbes avec Fougère alpestre et Sapin;;;;;;;;;Y;Y;;;;;x;;60ATa;Hochstauden-Fichtenwald mit Alpenwaldfarn und Tanne;60Ta 60ATa;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;;;60;"Ohne Nässezeiger; Athyrium distentifolium dominiert; mit Tanne;  keine Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.00004;60E    ;Y;Adenostylo-Piceetum equisetetosum silvaticae;Hochstauden-Fichtenwald mit Schachtelhalm;Hochstauden-Fi-Wald mit Schachtelhalm;Pessière à  hautes herbes avec Prêle;;x;;;Y;;Y;;Y;;Y;;;;x;x;60E;Hochstauden-Fichtenwald mit Schachtelhalm;60E;FISMOF;Fichte subalpin Moderholz feucht;Fichtendominierte Wälder subalpin;60E;;60;"Mit Nässezeigern; ohne Tanne"
60.1;60*    ;Y;Calamagrostio variae-Piceetum;Buntreitgras-Fichtenwald;Buntreitgras-Fi-Wald;Pessière à  Calamagrostide bigarrée;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;60Stern;Buntreitgras-Fi-Wald;60*;FISB;Fichte subalpin basisch;Fichtendominierte Wälder subalpin;60*;;60*;"Ohne Tanne; keine Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.1000001;60*Lä ;Y;"Calamagrostio variae-Piceetum; Lärchenausbildung";"Buntreitgras-Fichtenwald; Lärchenausbildung";"Buntreitgras-Fi-Wald; Lärchenausbildung";Pessière à  Calamagrostide bigarrée avec Mélèze;;;;;;;;;Y;Y;;;;;x;;60SternLa;Buntreitgras-Fi-Wald mit Lärche;60*Lä;FISB;Fichte subalpin basisch;Fichtendominierte Wälder subalpin;;;60* ;"Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
60.1000002;60*Ta  ;Y;Calamagrostio variae-Abieti-Piceetum;Buntreitgras-Tannen-Fichtenwald ;Buntreitgras-Ta-Fi-Wald ;Pessière à  Calamagrostide bigarrée avec Sapin;;;;;;;;;Y;Y;;;;;x;;60SternTa;Buntreitgras-Fi-Wald mit Tanne;60*Ta;FISB;Fichte subalpin basisch;Fichtendominierte Wälder subalpin;;;60*;"Mit Tanne; keine Schneebewegungen vorhanden; die das Aufkommen von Fichten verhindern."
61;61;Y;Molinio-Pinetum sylvestris;Pfeifengras-Föhrenwald;Pfeifengras-Föhrenwald;Pineraie à  Molinie;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;61;Pfeifengras-Föhrenwald;61;FOB;Föhre basisch;Waldföhrenwälder;e;;61;
62;62;Y;Cephalanthero-Pinetum sylvestris;Orchideen-Föhrenwald;Orchideen-Föhrenwald;Pineraie à  Orchidées;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;62;Orchideen-Föhrenwald;62;FOB;Föhre basisch;Waldföhrenwälder;62;;62;
65;65;Y;Erico- / Coronillo-Pinetum sylvestris;Erika-/Strauchwicken-Föhrenwald;Erika-/Strauchwicken-Föhrenwald;Pineraie à  Bruyère;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;65;Erika-/Strauchwicken-Föhrenwald;65;FOB;Föhre basisch;Waldföhrenwälder;65;;"65 Coronillo-Pinetum; 65 Erico-Pinetum; 65 Fraxino-Pinetum ";
65.1;65*    ;Y;Ononido-Pinetum sylvestris;Hauhechel-Föhrenwald;Hauhechel-Föhrenwald;Pineraie à  Bugrane;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;65Stern;Hauhechel-Föhrenwald;65*;FOB;Föhre basisch;Waldföhrenwälder;65*;;"65* Odontito-Pinetum; 65* Ononido-Pinetum ";
66;66;Y;Pyrolo- und Ligustro-Pinetum;Wintergrün- und Liguster-Föhrenwald;Wintergrün- und Liguster-Föhrenwald;Pineraie à  Pyrole et Troène;;;x;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;66;Wintergrün- und Liguster-Föhrenwald;66;FOB;Föhre basisch;Waldföhrenwälder;;;66;
66.0001;66PM   ;Y;Pyrolo-Pinetum montanae;Bergföhren-Auenwald;Bergföhren-Auenwald;Pineraie de montagne riveraine;;;;;;;;;;;;;;;x;;66PM;Bergföhren-Auenwald;66PM;BFO;Bergföhre;Bergföhrenwälder;;;keine Zuordung möglich;
67;67;Y;Erico-Pinetum montanae;Erika-Bergföhrenwald;Erika-Bergföhrenwald;Pineraie de montagne à  Bruyère;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;67;Erika-Bergföhrenwald;67 69 70;BFO;Bergföhre;Bergföhrenwälder;e;;67;Mit aufrechten Bergföhren
67.1;67*    ;Y;Carici humilis Pinetum sylvestris;Erdseggen-Föhrenwald;Erdseggen-Föhrenwald;Pineraie de montagne à  Laiche humble;;;;;;;;;;;;;;;x;;67Stern;Erdseggen-Föhrenwald;67*;FOB;Föhre basisch;Bergföhrenwälder;;neues Anforderungsprofil weniger Laubbäume als 65;67*  ;
68;68;Y;Calluno-Pinetum sylvestris;Besenheide-Föhrenwald;Besenheide-Föhrenwald;Pineraie à  Callune;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;;68;Besenheide-Föhrenwald;68;FOS;Föhre sauer;Waldföhrenwälder;68;;68;
68.1;68*    ;Y;Vaccinio vitis-idaeae-Pinetum sylvestris;Preiselbeer-Föhrenwald;Preiselbeer-Föhrenwald;Pineraie à  Airelle;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;68Stern;Preiselbeer-Föhrenwald;68*;FOS;Föhre sauer;Waldföhrenwälder;68*;;"68*; 68**";
69;69;Y;Rhododendro hirsuti-Pinetum montanae;Steinrosen-Bergföhrenwald;Steinrosen-Bergföhrenwald;Pineraie de montagne à  Rhododendron cilié;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;69;Steinrosen-Bergföhrenwald;67 69 70;BFO;Bergföhre;Bergföhrenwälder;e;;69;Mit aufrechten Bergföhren
70;70;Y;Rhododendro ferruginei-Pinetum montanae;Alpenrosen-Bergföhrenwald;Alpenrosen-Bergföhrenwald;Pineraie de montagne à  Rhododendron ferrugineux;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;;70;Alpenrosen-Bergföhrenwald;67 69 70;BFO;Bergföhre;Bergföhrenwälder;e;;70;Mit aufrechten Bergföhren
71;71;Y;Sphagno-Pinetum montanae;Torfmoos-Bergföhrenwald;Torfmoos-Bergföhrenwald;Pineraie de montagne à  sphaignes;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;;71;Torfmoos-Bergföhrenwald;71;M;Moor;Moorwälder;e;;71;Mit aufrechten Bergföhren
72;72;Y;Sphagno-Pinetum cembrae;Nordalpen-Arvenwald;Nordalpen-Arvenwald;Arolière des Alpes du Nord;;x;;;Y;Y;Y;Y;Y;Y;Y;Y;;;x;x;72;Nordalpen-Arvenwald;59C 59E 59H 72;LAAVE;Lärche-Arve extrem;Arven- und Lärchenwälder;e;;72;"keine Schneebewegungen vorhanden; die das Aufkommen von Arven verhindern."
72.0000001;72Lä  ;Y;"Sphagno-Pinetum cembrae; Lärchenausbildung";"Nordalpen-Arvenwald; Lärchenausbildung";"Nordalpen-Arvenwald; Lärchenausbildung";Arolière des Alpes du Nord avec Mélèze;;;;;;;;;Y;Y;;;;;x;;72Lae;Nordalpen-Arvenwald mit Lärche;72Lä;LAAVE;Lärche-Arve extrem;Arven- und Lärchenwälder;;;72;"Schneebewegungen vorhanden; die das Aufkommen von Arven verhindern."
91;91;Y;Chelidonio-Robinion;Robinienwälder sauer;Robinienwälder sauer;Forêt de Robinier;;x Rob;;;Y;;;;Y;;Y;;;;x;;91;Robinienwälder sauer;91;LSM;Laub Süd mittel;Mesophile Laubwälder Insubriens;Rob;Rob;keine Zuordung möglich;
92.001;92a    ;Y;;"sonstige Neophytenwälder (Späte Traubenkirsche; Götterbaum; etc.) azonal";sonstige Neophytenwälder azonal;"autres forêts de néophytes (cerisier tardif; ailanthe etc.); azonales";;;;x;;;;;Y;;;;;;x;;92a;"sonstige Neophytenwälder (Späte Traubenkirsche; Ailanthus; etc.) azonal";92a 92z;LSM;Laub Süd mittel;Mesophile Laubwälder Insubriens;;Neues Anforderungsprofil 92z 92a;keine Zuordung möglich;
92.018;92z    ;Y;;"sonstige Neophytenwälder (Späte Traubenkirsche; Götterbaum; etc.) zonal";sonstige Neophytenwälder zonal;"autres forêts de néophytes (cerisier tardif; ailanthe etc.); zonales";;;;x;;;;;Y;;;;;;x;;92z;"sonstige Neophytenwälder (Späte Traubenkirsche; Ailanthus; etc.) zonal";92a 92z;LSM;Laub Süd mittel;Mesophile Laubwälder Insubriens;;Neues Anforderungsprofil 92z 92a;keine Zuordung möglich;
93;93;Y;Lauretum insubricum s. l. ;Insubrische Laurisilven (Immergrüne Laubwälder);Insubrische Laurisilven;Laurisylves insubriennes;;;;x;;;;;Y;;;N;;;x;;93;Insubrische Laurisilven (Immergrüne Laubwälder);93;LSM;Laub Süd mittel;Mesophile Laubwälder Insubriens;;Neues Anforderungsprofil 93;keine Zuordung möglich;
1001;1G     ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1001.009;1hG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1003;3G     ;Y;"Luzulo niveae-Fagetum typicum; Gebüschvariante";"Typischer Schneesimsen-Buchenwald; Gebüschvariante";"Typischer Schneesimsen-Bu-Wald; Gebüschvariante";"Hêtraie à  Luzule blanc-de-neige typique; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1003.000001;3sG    ;Y;"Luzulo niveae-Fagetum; trockene Ausbildung; Gebüschvariante";"Trockener Schneesimsen-Buchenwald; Gebüschvariante";"Trockener Schneesimsen-Bu-Wald; Gebüschvariante";"Hêtraie à  Luzule blanc-de-neige sur sol sec; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1003.00015;3LVG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1003.01;3L/4LG ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1003.1;3*G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1004;4G     ;Y;"Luzulo niveae-Fagetum dryopteridetosum; Gebüschvariante";"Farnreicher Schneesimsen-Buchenwald; Gebüschvariante";"Farnreicher Schneesimsen-Bu-Wald; Gebüschvariante";"Hêtraie à  Luzule blanc-de-neige riche en fougères; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1004.1;4*G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1006;6G     ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1006.000003;6FeG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1007.00012;7SG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1007.000123;7SFeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1007.001;7aG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1007.001003;7aFeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1007.1;7*G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.00012;8SG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.000123;8SFeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.001;8aG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.001003;8aFeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.004;8dG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.004003;8dFeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1008.1;8*G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1009.001;9aG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1009.001003;9aFeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1009.014;9wG    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1010.001;10aG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1010.014;10wG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1011;11G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1011.000003;11FeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.00012;12SG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.000123;12SFeG ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.001;12aG   ;Y;"Mercuriali-/Cardamino-Fagetum typicum; Gebüschvariante";"Typischer Bingelkraut-/Zahnwurz-Buchenwald; Gebüschvariante";"Typischer Bingelkraut-/Zahnwurz-Bu-Wald; Gebüschvariante";"Hêtraie à  Dentaire typique; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1012.001003;12aFeG ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.005;12eG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.014;12wG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.1;12*G   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1012.109;12*hG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1013.001;13aG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1013.001003;13aFeG ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1013.005;13eG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1013.006;13ehG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1013.009;13hG   ;Y;"Adenostylo-Fagetum typicum; Gebüschvariante";"Typischer Alpendost-Buchenwald; Gebüschvariante";"Typischer Alpendost-Bu-Wald; Gebüschvariante";"Hêtraie à  Adénostyle typique; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1013.1;13*G   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1014;14G    ;Y;"Carici (albae)-Fagetum typicum; Gebüschvariante";"Seggen-Buchenwald mit Weissegge; Gebüschvariante";"Seggen-Bu-Wald mit Weissegge; Gebüschvariante";"Hêtraie à  Laiche typique; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1014.1;14*G   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1015;15G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1016;16G    ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1016.1;16*G   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1017;17G    ;Y;"Taxo-Fagetum / Seslerio-Fagetum calamagrostietosum variae; Gebüschvariante";"Eiben-Buchenwald/Steilhang-Buchenwald mit Reitgras; Gebüschvariante";"Eiben-Bu-Wald/Steilhang-Bu-Wald mit Reitgras; Gebüschvariante";"Hêtraie à  If / Hêtraie de pente à  Calamagrostide; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1018;18G    ;Y;"Festuco-Abieti-Fagetum; Gebüschvariante";"Waldschwingel-Tannen-Buchenwald; Gebüschvariante";"Waldschwingel-Ta-Bu-Wald; Gebüschvariante";"Hêtraie à  Sapin typique; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1018.000003;18FeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1018.00007;18MG   ;Y;"Adenostyle glabrae-Abieti-Fagetum typicum; Gebüschvariante";"Typischer Karbonat-Tannen-Buchenwald; Gebüschvariante";"Typischer Karbonat-Ta-Bu-Wald; Gebüschvariante";"Hêtraie à  Sapin avec Adénostyle glabre; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1018.014;18wG   ;Y;"Adenostylo glabrae Abieti-Fagetum calamagrostietosum variae; Gebüschvariante";"Typischer Buntreitgras-Tannen-Buchenwald; Gebüschvariante";"Typischer Buntreitgras-Ta-Bu-Wald; Gebüschvariante";"Hêtraie à  Sapin avec Calamagrostide bigarrée; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1018.015;18vG   ;Y;"Adenostylo glabrae Abieti-Fagetum calamagrostietosum variae; Ausbildung mit Carex ferruginea; Gebüschvariante";"Buntreitgras-Tannen-Buchenwald mit Rostsegge; Gebüschvariante";"Buntreitgras-Ta-Bu-Wald mit Rostsegge; Gebüschvariante";"Hêtraie à  Sapin avec Calamagrostide bigarrée et Laiche ferrugineuse; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
