id;clnr;x;y;ip5areproz;ip50proz;custom_forest_type_code;custom_transition_forest_type_code;forest_type_code;transition_forest_type_code;altitudinal_zones_1995_code;altitudinal_zones_2085_less_dry_code;altitudinal_zones_2085_dry_code;forest_ecoregion_code;silver_fir_area_code
39143;138187;2712997;1133996;98,80;82,80;N0024.0000000;;24;;81;20;00;5a;1
39144;138187;2712997;1133996;1,20;17,20;N3011.0000000;N0024.0000000;u-11;24;81;20;00;5a;1
39145;138191;2715002;1133997;100,00;93,80;N0019.0010000;N3011.0000000;19a;u-11;70;81;20;5a;1
39146;138191;2715002;1133997;0,00;6,20;N0019.0010000;;19a;;70;81;20;5a;1
39147;138219;2729008;1134036;100,00;100,00;N0047.0000000;;47;;81;81;20;5a;1
39148;138231;2734993;1133987;100,00;100,00;N0057.0000200;N0059.1000000;57C;59*;81;81;81;4;1
39149;138239;2739002;1134001;100,00;100,00;N0047.0001600;N0055.1000000;47H;55*;90;70;81;5a;1
39150;138243;2741022;1134016;0,00;15,10;N3011.0000000;;u-11;;81;81;81;4;1
39151;138243;2741022;1134016;100,00;84,90;N0047.0000000;;47;;81;81;81;4;1
39152;138250;2761001;1134000;99,20;67,40;N0025.0010010;;25as;;83;20;20;4;3
39153;138250;2761001;1134000;0,00;20,80;N0033.0010000;;33a;;83;20;20;4;3
39154;138250;2761001;1134000;0,80;11,40;N0042.0000200;;42C;;83;20;20;4;3
39155;138250;2761001;1134000;0,00;0,40;N0042.0001400;;42V;;83;20;20;4;3
39156;138258;2764994;1133996;0,00;9,70;N0047.0001600;N0047.0000000;47H;47;82;81;20;4;2
39157;138258;2764994;1133996;98,90;82,60;N0047.0000300;;47D;;82;81;20;4;2
39158;138258;2764994;1133996;1,10;7,70;N0047.0001600;N0047.0000000;47H;47;82;81;20;4;2
39159;138262;2767001;1134000;100,00;100,00;N0047.0001600;;47H;;82;82;81;4;2
39160;138287;2799002;1134006;100,00;100,00;N0058.0000600;;58L;;100;82;82;4;3
39161;138291;2801004;1133981;100,00;100,00;N0047.0000303;N0040.0000800;47DRe;40P;83;81;20;4;3
39162;138295;2803019;1134002;0,00;2,60;N0055.1000000;;55*;;83;81;20;4;3
39163;138295;2803019;1134002;100,00;86,10;N0055.1000000;;55*;;83;81;20;4;3
39164;138295;2803019;1134002;0,00;11,30;N3001.0000000;;u-1;;83;81;20;4;3
39165;138744;2552002;1132997;22,20;22,20;N3008.0000000;;u-8;;90;60;40;1;1
39166;138744;2552002;1132997;36,10;25,70;N3008.0000000;;u-8;;90;60;40;1;1
39167;138744;2552002;1132997;0,00;3,20;N0053.0000000;N0060.1000000;53;60*;90;60;40;1;1
39168;138744;2552002;1132997;41,70;48,90;N0053.0000000;N0060.1000000;53;60*;90;60;40;1;1
39169;138748;2554007;1133011;100,00;100,00;N0050.1000000;;50*;;60;50;40;1;1
39170;138764;2561994;1133005;100,00;100,00;N0013.0050000;;13e;;40;40;40;1;1
39171;138772;2565999;1133001;100,00;100,00;N0053.0000000;;53;;90;81;40;1;1
39172;138780;2569994;1132999;0,00;9,90;N0026.0000000;;26;;50;40;40;1;1
39173;138780;2569994;1132999;0,00;2,20;N0012.0010000;;12a;;50;40;40;1;1
39174;138780;2569994;1132999;45,20;24,10;N0012.0010000;;12a;;50;40;40;1;1
39175;138780;2569994;1132999;54,80;52,20;N0012.0050000;N0012.0140000;12e;12w;50;40;40;1;1
39176;138780;2569994;1132999;0,00;4,40;N0027.0000000;;27;;50;40;40;1;1
39177;138780;2569994;1132999;0,00;7,30;N0026.0000000;;26;;50;40;40;1;1
39178;138788;2574005;1133000;100,00;100,00;N0050.0000000;N0020.0000000;50;20;60;50;40;1;1
39179;138792;2576006;1133002;100,00;100,00;N0051.0000000;N0050.1000000;51;50*;60;50;40;1;1
39180;138800;2580000;1133005;42,70;55,20;N3005.0000000;;u-5;;60;50;40;1;1
39181;138800;2580000;1133005;57,30;44,80;N0019.0070000;;19f;;60;50;40;1;1
39182;138840;2599999;1132999;11,90;31,80;N3006.0000000;;u-6;;90;20;20;2b;3
39183;138840;2599999;1132999;88,10;68,20;N0053.1000010;;53*s;;90;20;20;2b;3
39184;138860;2610000;1133000;0,00;8,30;N3011.0000000;;u-11;;90;82;20;2b;3
39185;138860;2610000;1133000;100,00;91,70;N0059.0000400;;59E;;90;82;20;2b;3
39186;138872;2616004;1133002;100,00;100,00;N0060.1000000;;60*;;82;20;20;2b;2
39187;138888;2623994;1133009;100,00;100,00;N0051.0000000;N0050.1000000;51;50*;82;20;20;2b;2
39188;138900;2629997;1133001;100,00;100,00;N0058.0000001;;58Lä;;90;83;20;2b;3
39189;138908;2634000;1133000;97,40;72,80;N0040.0000800;;40P;;83;20;20;2b;3
39190;138908;2634000;1133000;2,60;27,20;N3007.0000000;;u-7;;83;20;20;2b;3
39191;138924;2642003;1133001;6,90;30,80;N3003.0000000;;u-3;;83;20;20;2b;3
39192;138924;2642003;1133001;93,10;69,20;N0033.0001400;;33V;;83;20;20;2b;3
39193;138932;2646002;1133000;100,00;100,00;N0053.1000000;;53*;;20;20;20;2b;3
39194;138936;2647997;1133005;100,00;100,00;N0051.0000003;;51Re;;83;82;20;2b;3
39195;138984;2688002;1133002;0,00;8,40;N0003.0000000;;3;;70;70;20;5a;1
39196;138984;2688002;1133002;89,20;62,40;N0003.0000000;N0003.0000010;3;3s;70;70;20;5a;1
39197;138984;2688002;1133002;8,10;17,40;N3011.0000000;;u-11;;70;70;20;5a;1
39198;138984;2688002;1133002;2,70;11,70;N3011.0000000;;u-11;;70;70;20;5a;1
39199;138992;2692003;1132996;84,50;27,50;N0047.1000000;;47*;;70;70;20;5a;1
39200;138992;2692003;1132996;15,50;72,50;N0019.0010000;;19a;;70;70;20;5a;1
39201;138996;2694003;1132996;12,10;38,90;N0059.0000100;N0059.1000000;59A;59*;100;70;81;5a;1
39202;138996;2694003;1132996;87,90;61,10;N0059.1000000;N0059.0000100;59*;59A;100;70;81;5a;1
39203;139012;2701998;1133005;19,60;38,20;N0047.1000001;N2001.0000000;47*Lä;AV;81;70;70;5a;1
39204;139012;2701998;1133005;0,00;8,10;N3009.0000000;;u-9;;81;70;70;5a;1
39205;139012;2701998;1133005;80,40;53,80;N0047.1000000;;47*;;81;70;70;5a;1
39206;139016;2704000;1132998;100,00;100,00;N0003.0000000;N0004.0000000;3;4;70;30;30;5a;1
39207;139020;2705998;1133004;99,00;40,20;N0024.0000000;N0003.0000000;24;3;70;30;30;5a;1
39208;139020;2705998;1133004;0,00;12,60;N0040.0000820;N0003.0000010;40PBl;3s;70;30;30;5a;1
39209;139020;2705998;1133004;1,00;26,20;N0003.0000010;N0003.0000000;3s;3;70;30;30;5a;1
39210;139020;2705998;1133004;0,00;21,00;N0003.0000010;N0003.0000000;3s;3;70;30;30;5a;1
39211;139028;2709998;1132995;72,00;37,30;N3008.0000000;N2001.0000000;u-8;AV;100;70;81;5a;1
39212;139028;2709998;1132995;11,00;31,40;N0057.0000200;N0058.0000200;57C;58C;100;70;81;5a;1
39213;139028;2709998;1132995;16,90;31,40;N0057.0000200;N0058.0000200;57C;58C;100;70;81;5a;1
39214;139036;2714000;1132999;0,00;1,10;N0047.0000300;N0047.1000000;47D;47*;81;70;81;5a;1
39215;139036;2714000;1132999;0,00;6,40;N0047.0000300;N0047.1000000;47D;47*;81;70;81;5a;1
39216;139036;2714000;1132999;2,30;47,70;N2001.0000000;N0047.0000300;AV;47D;81;70;81;5a;1
39217;139036;2714000;1132999;97,70;44,90;N0047.0000300;N0047.1000000;47D;47*;81;70;81;5a;1
39218;139040;2716002;1133001;22,60;24,20;N0019.0010000;;19a;;70;20;20;5a;1
39219;139040;2716002;1133001;77,40;63,20;N0019.0010000;N0047.0001600;19a;47H;70;20;20;5a;1
39220;139040;2716002;1133001;0,00;8,90;N0019.0010000;N0026.0090000;19a;26h;70;20;20;5a;1
39221;139040;2716002;1133001;0,00;3,70;N0019.0010000;;19a;;70;20;20;5a;1
39222;139044;2718003;1133001;4,70;11,10;N3004.0000000;;u-4;;20;20;00;5a;1
39223;139044;2718003;1133001;10,50;6,80;N3001.0000000;;u-1;;20;20;00;5a;1
39224;139044;2718003;1133001;84,80;52,90;N0092.0010000;N0043.1000000;92a;43*;20;20;00;5a;1
39225;139044;2718003;1133001;0,00;12,40;N0043.0001200;;43S;;20;20;00;5a;1
39226;139044;2718003;1133001;0,00;1,80;N0043.0001200;N3010.0000000;43S;u-10;20;20;00;5a;1
39227;139044;2718003;1133001;0,00;15,20;N3001.0000000;;u-1;;20;20;00;5a;1
39228;139048;2720001;1132999;100,00;74,80;N0047.0000700;;47M;;81;70;20;5a;1
39229;139048;2720001;1132999;0,00;25,20;N3011.0000000;N3008.0000000;u-11;u-8;81;70;20;5a;1
39230;139052;2722004;1132994;78,90;81,80;N0058.0000000;;58;;-10;81;81;5a;1
39231;139052;2722004;1132994;21,10;18,20;N3008.0000000;N2009.0000000;u-8;Rhod;-10;81;81;5a;1
39232;139064;2727999;1132999;0,00;3,20;N0057.0000200;;57C;;90;70;81;5a;1
39233;139064;2727999;1132999;0,00;27,60;N0057.0000200;;57C;;90;70;81;5a;1
39234;139064;2727999;1132999;100,00;69,10;N0021.1000000;;21*;;90;70;81;5a;1
39235;139068;2729999;1133037;2,90;15,90;N3010.0000000;;u-10;;82;20;20;4;2
39236;139068;2729999;1133037;39,30;33,50;N0047.0001600;;47H;;82;20;20;4;2
39237;139068;2729999;1133037;57,70;43,60;N0024.0000000;;24;;82;20;20;4;2
39238;139068;2729999;1133037;0,00;7,00;N0024.0000000;;24;;82;20;20;4;2
39239;139076;2734004;1132999;100,00;91,30;N0058.0000200;;58C;;-10;81;81;4;1
39240;139076;2734004;1132999;0,00;8,70;N0058.0000000;;58;;-10;81;81;4;1
39241;139080;2736029;1133025;12,20;30,60;N3000.0000000;N2006.0000000;u;Berb;20;00;00;5a;1
39242;139080;2736029;1133025;0,00;3,60;N3000.0000000;;u;;20;00;00;5a;1
39243;139080;2736029;1133025;87,80;59,80;N3000.0000000;N0040.0130820;u;40PBlt;20;00;00;5a;1
39244;139080;2736029;1133025;0,00;6,00;N0025.0010010;;25as;;20;00;00;5a;1
39245;139084;2737997;1132998;100,00;100,00;N0025.0010010;N0040.0130820;25as;40PBlt;81;20;20;5a;1
39246;139092;2742001;1132999;37,80;57,30;N0059.1000000;;59*;;100;70;81;4;1
39247;139092;2742001;1132999;62,20;42,70;N2009.0000000;N3011.0000000;Rhod;u-11;100;70;81;4;1
39248;139097;2762007;1132993;100,00;100,00;N0047.0001600;;47H;;82;81;20;4;2
39249;139128;2797999;1133003;100,00;83,30;N0059.1000000;;59*;;-10;82;82;4;3
39250;139128;2797999;1133003;0,00;16,70;N3011.0000000;;u-11;;-10;82;82;4;3
39251;139132;2800000;1133009;1,50;17,40;N3005.0000000;;u-5;;90;81;82;4;3
39252;139132;2800000;1133009;98,50;82,60;N0057.0000200;;57C;;90;81;82;4;3
39253;139140;2804002;1133001;47,30;25,10;N0058.0000030;N0058.0000000;58Fe;58;90;81;82;4;3
39254;139140;2804002;1133001;52,70;74,90;N0057.0000200;;57C;;90;81;82;4;3
39255;139568;2501001;1132001;5,70;8,30;N0029.0000100;;29A;;20;20;20;M;1
39256;139568;2501001;1132001;94,30;65,80;N0035.0010000;;35A;;20;20;20;M;1
39257;139568;2501001;1132001;0,00;25,90;N0035.0000700;;35M;;20;20;20;M;1
39258;139595;2557000;1132008;100,00;100,00;N0015.0000000;;15;;40;40;20;1;1
39259;139607;2563033;1132026;100,00;100,00;N0040.1000000;N0025.0050000;40*;25e;40;40;40;1;1
39260;139619;2569001;1131997;100,00;72,10;N0012.0050000;N0010.0010000;12e;10a;50;40;40;1;1
39261;139619;2569001;1131997;0,00;26,30;N0012.0010000;N0009.0010000;12a;9a;50;40;40;1;1
39262;139619;2569001;1131997;0,00;1,60;N3010.0000000;;u-10;;50;40;40;1;1
39263;139623;2570998;1131998;100,00;100,00;N0050.0000000;;50;;81;50;40;1;1
39264;139631;2574998;1132000;100,00;100,00;N0060.0000000;N2001.0000000;60;AV;-10;81;50;1;1
39265;139639;2578998;1132001;100,00;100,00;N0020.0000000;;20;;81;40;40;1;1
39266;139683;2601003;1132002;0,00;19,50;N3011.0000000;;u-11;;82;82;20;2b;3
39267;139683;2601003;1132002;100,00;80,50;N0053.0000102;;53ATa;;82;82;20;2b;3
39268;139699;2608989;1131995;100,00;100,00;N0053.1000000;;53*;;83;82;20;2b;3
39269;139703;2611000;1132004;99,40;72,10;N0053.1000010;N0067.0000000;53*s;67;90;82;20;2b;3
39270;139703;2611000;1132004;0,60;27,90;N3011.0000000;;u-11;;90;82;20;2b;3
39271;139707;2613003;1132004;100,00;100,00;N0053.0000100;N0058.0000000;53A;58;82;82;20;2b;2
39272;139715;2617001;1132003;33,50;43,10;N0058.0000600;N0053.0000000;58L;53;90;83;20;2b;3
39273;139715;2617001;1132003;66,50;53,50;N0058.0000200;N0053.0000000;58C;53;90;83;20;2b;3
39274;139715;2617001;1132003;0,00;3,50;N0058.0000200;N0053.0000000;58C;53;90;83;20;2b;3
39275;139723;2621000;1131988;0,00;5,40;N0057.0000200;N0059.0000600;57C;59L;90;83;20;2b;3
39276;139723;2621000;1131988;100,00;94,60;N0058.0000000;N0059.0000600;58;59L;90;83;20;2b;3
39277;139731;2625008;1132000;100,00;100,00;N0055.1000002;N0058.0000000;55*Ta;58;82;82;20;2b;2
39278;139735;2627006;1132000;100,00;70,90;N0059.0000600;;59L;;100;83;20;2b;2
39279;139735;2627006;1132000;0,00;29,10;N3011.0000000;;u-11;;100;83;20;2b;2
39280;139751;2635000;1131996;100,00;100,00;N0059.0000001;;59Lä;;100;83;82;2b;3
39281;139759;2638999;1132000;100,00;100,00;N0058.0000600;;58L;;90;83;20;2b;3
39282;139767;2642998;1131995;0,00;4,60;N0055.1000000;N0065.1000000;55*;65*;83;20;20;2b;3
39283;139767;2642998;1131995;1,00;23,50;N3008.0000000;N3011.0000000;u-8;u-11;83;20;20;2b;3
39284;139767;2642998;1131995;99,00;60,40;N0065.1000000;N0038.0001200;65*;38S;83;20;20;2b;3
39285;139767;2642998;1131995;0,00;11,50;N0065.1000000;;65*;;83;20;20;2b;3
39286;139771;2645000;1132002;100,00;100,00;N0040.0000800;;40P;;20;20;20;2b;3
39287;139775;2647003;1131995;100,00;90,70;N0055.1000000;;55*;;83;20;20;2b;3
39288;139775;2647003;1131995;0,00;9,30;N0051.0000003;;51Re;;83;20;20;2b;3
39289;139795;2656984;1132007;100,00;100,00;N0057.0000200;;57C;;83;82;20;3;3
39290;139822;2688999;1131979;95,30;72,80;N0003.0000000;N0004.0000000;3;4;70;30;20;5a;1
39291;139822;2688999;1131979;4,70;27,20;N0003.0000000;N0040.0000800;3;40P;70;30;20;5a;1
39292;139826;2691006;1132004;100,00;100,00;N0003.0000000;;3;;30;30;00;5a;1
39293;139830;2693002;1132003;61,40;52,90;N0047.1000001;;47*Lä;;90;70;81;5a;1
39294;139830;2693002;1132003;38,60;47,10;N0059.0000500;;59J;;90;70;81;5a;1
39295;139854;2705003;1132003;14,10;31,10;N0040.0000820;N0025.0010010;40PBl;25as;30;30;00;5a;1
39296;139854;2705003;1132003;16,70;8,40;N3001.0000000;;u-1;;30;30;00;5a;1
39297;139854;2705003;1132003;69,20;60,50;N0040.0000820;N0003.0000000;40PBl;3;30;30;00;5a;1
39298;139870;2713000;1131999;38,80;27,10;N0047.0000000;N2001.0000000;47;AV;81;70;20;5a;1
39299;139870;2713000;1131999;38,80;16,40;N0047.1000000;N0047.0000000;47*;47;81;70;20;5a;1
39300;139870;2713000;1131999;10,10;17,60;N0047.0000000;;47;;81;70;20;5a;1
39301;139870;2713000;1131999;0,00;1,10;N0047.0000000;N2001.0000000;47;AV;81;70;20;5a;1
39302;139870;2713000;1131999;12,30;37,80;N0047.0000000;;47;;81;70;20;5a;1
39303;139878;2717001;1132000;72,50;56,20;N0040.0130800;;40Pt;;20;00;00;5a;1
39304;139878;2717001;1132000;27,50;43,70;N3008.0000000;;u-8;;20;00;00;5a;1
39305;139878;2717001;1132000;0,00;0,20;N3001.0000000;;u-1;;20;00;00;5a;1
39306;139882;2718989;1132006;91,00;61,70;N0042.0000200;;42C;;10;10;00;5a;1
39307;139882;2718989;1132006;9,00;7,60;N3011.0000000;;u-11;;10;10;00;5a;1
39308;139882;2718989;1132006;0,00;30,70;N0042.0130000;N0034.0010000;42t;34a;10;10;00;5a;1
39309;139886;2721001;1131996;1,90;7,60;N0040.0000800;N3008.0000000;40P;u-8;90;70;20;5a;1
39310;139886;2721001;1131996;98,10;92,40;N0047.0000000;;47;;90;70;20;5a;1
39311;139902;2729003;1131999;2,80;28,40;N0047.0001600;N0047.0000000;47H;47;81;81;20;5a;1
39312;139902;2729003;1131999;97,20;71,60;N0047.0001600;;47H;;81;81;20;5a;1
39313;139914;2734995;1132001;0,00;6,70;N3010.0000000;N3011.0000000;u-10;u-11;70;20;20;5a;1
39314;139914;2734995;1132001;56,40;22,60;N0042.0110000;N3011.0000000;42r;u-11;70;20;20;5a;1
39315;139914;2734995;1132001;43,20;44,60;N0042.0001100;N0025.0010010;42Q;25as;70;20;20;5a;1
39316;139914;2734995;1132001;0,40;26,00;N0042.0001100;;42Q;;70;20;20;5a;1
39317;139918;2737033;1132004;79,00;66,10;N0003.0000000;N0003.0100000;3;3L/4L;20;20;20;5a;1
39318;139918;2737033;1132004;21,00;33,90;N3011.0000000;;u-11;;20;20;20;5a;1
39319;139922;2739001;1132004;0,00;3,20;N3005.0000000;;u-5;;81;81;20;5a;1
39320;139922;2739001;1132004;0,00;12,10;N3000.0000000;;u;;81;81;20;5a;1
39321;139922;2739001;1132004;100,00;84,60;N0047.0000000;N0019.0000600;47;19L;81;81;20;5a;1
39322;139926;2741002;1132000;100,00;100,00;N0059.1000000;;59*;;-10;81;70;4;1
39323;139969;2801001;1132005;15,90;33,40;N0040.0000800;;40P;;83;81;20;4;3
39324;139969;2801001;1132005;19,20;9,50;N3011.0000000;;u-11;;83;81;20;4;3
39325;139969;2801001;1132005;64,90;57,10;N0040.0000800;;40P;;83;81;20;4;3
39326;139977;2804991;1132014;100,00;100,00;N0058.0000200;N0059.1000000;58C;59*;90;83;82;4;3
39327;140398;2499998;1130996;100,00;100,00;N0035.0000700;;35M;;20;20;20;M;1
39328;140418;2553998;1131000;0,00;20,20;N0020.0000000;N0060.1000002;20;60*Ta;90;60;40;1;1
39329;140418;2553998;1131000;100,00;74,80;N0024.1000000;N0060.1000002;24*;60*Ta;90;60;40;1;1
39330;140418;2553998;1131000;0,00;5,00;N0020.0000000;N0060.1000002;20;60*Ta;90;60;40;1;1
39331;140422;2555990;1130990;69,40;50,00;N0008.0010000;;8a;;60;40;40;1;1
39332;140422;2555990;1130990;30,60;50,00;N0008.0001200;;8S;;60;40;40;1;1
39333;140438;2564002;1130992;100,00;100,00;N0010.0010000;;10a;;40;40;40;1;1
39334;140450;2570010;1131003;55,40;44,40;N0018.0140000;N0022.0000100;18w;22A;60;40;40;1;1
39335;140450;2570010;1131003;0,00;6,00;N0018.0000000;;18;;60;40;40;1;1
39336;140450;2570010;1131003;0,00;24,30;N0018.0140000;;18w;;60;40;40;1;1
39337;140450;2570010;1131003;44,60;25,40;N3011.0000000;;u-11;;60;40;40;1;1
39338;140466;2577999;1130999;100,00;100,00;N0050.0000000;;50;;81;60;40;1;1
39339;140510;2599997;1130999;100,00;99,90;N0052.0000000;;52;;82;20;20;2b;2
39340;140510;2599997;1130999;0,00;0,10;N3001.0000000;;u-1;;82;20;20;2b;2
39341;140518;2604001;1131002;100,00;100,00;N0058.0000000;;58;;90;82;20;2b;3
39342;140526;2608000;1131000;0,00;5,40;N0065.0000000;;65;;82;20;20;2b;2
39343;140526;2608000;1131000;0,00;13,10;N0065.1000000;;65*;;82;20;20;2b;2
39344;140526;2608000;1131000;50,00;44,10;N0053.1000000;;53*;;82;20;20;2b;2
39345;140526;2608000;1131000;50,00;37,40;N0052.0000000;;52;;82;20;20;2b;2
39346;140530;2609995;1130999;0,00;6,40;N0065.1000000;;65*;;83;20;20;2b;3
39347;140530;2609995;1130999;100,00;90,50;N0065.0000000;;65;;83;20;20;2b;3
39348;140530;2609995;1130999;0,00;2,50;N3001.0000000;;u-1;;83;20;20;2b;3
39349;140530;2609995;1130999;0,00;0,60;N3001.0000000;;u-1;;83;20;20;2b;3
39350;140534;2611993;1131003;100,00;100,00;N0065.1000000;;65*;;83;20;20;2b;3
39351;140538;2613997;1131002;96,10;71,50;N0052.0000000;;52;;82;20;20;2b;2
39352;140538;2613997;1131002;3,90;28,50;N0052.0000000;N0023.0000000;52;23;82;20;20;2b;2
39353;140542;2616000;1131006;100,00;100,00;N0053.1000002;;53*Ta;;82;20;20;2b;2
39354;140546;2618006;1130999;53,50;50,90;N0054.0000000;;54;;82;20;20;2b;2
39355;140546;2618006;1130999;37,70;18,20;N3001.0000000;;u-1;;82;20;20;2b;2
39356;140546;2618006;1130999;8,80;20,90;N0054.0000000;;54;;82;20;20;2b;2
39357;140546;2618006;1130999;0,00;10,00;N0054.0000100;;54A;;82;20;20;2b;2
39358;140550;2620003;1131001;91,70;70,50;N0053.1000000;;53*;;83;20;20;2b;3
39359;140550;2620003;1131001;8,30;29,50;N3005.0000000;;u-5;;83;20;20;2b;3
39360;140554;2621997;1131003;0,20;21,20;N0058.0000000;;58;;82;20;20;2b;2
39361;140554;2621997;1131003;99,80;78,80;N0058.0000600;;58L;;82;20;20;2b;2
39362;140562;2625994;1130998;100,00;100,00;N0055.1000002;;55*Ta;;82;20;20;2b;2
39363;140566;2628000;1131000;100,00;100,00;N0053.1000010;;53*s;;90;20;20;2b;3
39364;140570;2630000;1130999;0,00;19,20;N0053.1000010;;53*s;;90;81;20;2b;2
39365;140570;2630000;1130999;100,00;80,80;N0053.1000010;N3011.0000000;53*s;u-11;90;81;20;2b;2
39366;140574;2632005;1130996;100,00;100,00;N0053.1000010;;53*s;;90;83;20;2b;3
39367;140578;2634001;1131000;100,00;100,00;N0023.0001600;;23H;;83;20;20;2b;3
39368;140582;2635998;1130997;53,00;84,00;N0058.0000600;N0059.0000200;58L;59C;90;82;20;2b;3
39369;140582;2635998;1130997;47,00;16,00;N3008.0000000;;u-8;;90;82;20;2b;3
39370;140590;2640004;1130997;100,00;100,00;N0058.0000020;;58Bl;;83;83;20;2b;3
39371;140594;2642005;1131000;100,00;86,40;N0025.0001100;N0025.0000100;25Q;25A;20;20;20;2b;3
39372;140594;2642005;1131000;0,00;3,60;N3008.0000000;;u-8;;20;20;20;2b;3
39373;140594;2642005;1131000;0,00;9,90;N3005.0000000;;u-5;;20;20;20;2b;3
39374;140602;2645997;1131006;100,00;100,00;N0053.1000000;;53*;;82;20;20;2b;2
39375;140606;2648001;1131011;90,00;68,90;N0058.0000600;N0059.0000400;58L;59E;100;83;83;2b;3
39376;140606;2648001;1131011;10,00;31,10;N1058.0000600;N1059.0000400;58LG;59EG;100;83;83;2b;3
39377;140634;2679997;1130995;100,00;87,80;N0057.0001400;N0058.0000000;57V;58;100;70;83;4;2
39378;140634;2679997;1130995;0,00;12,20;N0057.0001400;;57V;;100;70;83;4;2
39379;140638;2682006;1131003;86,90;66,00;N0057.0001401;N0057.0001400;57VLä;57V;90;70;83;4;2
39380;140638;2682006;1131003;13,00;33,00;N0057.0001401;N0057.0001400;57VLä;57V;90;70;83;4;2
39381;140638;2682006;1131003;0,00;1,00;N3008.0000000;N3011.0000000;u-8;u-11;90;70;83;4;2
39382;140642;2683996;1131004;0,00;9,80;N0058.0000000;;58;;90;70;81;5a;1
39383;140642;2683996;1131004;6,50;31,80;N0057.0001400;;57V;;90;70;81;5a;1
39384;140642;2683996;1131004;93,50;58,40;N0058.0000000;;58;;90;70;81;5a;1
39385;140646;2686000;1131005;100,00;100,00;N0058.0000200;N0059.0000500;58C;59J;100;70;81;5a;1
39386;140650;2687991;1131001;0,00;7,20;N2001.0000000;N1004.0000000;AV;4G;81;70;20;5a;1
39387;140650;2687991;1131001;0,00;9,40;N3011.0000000;;u-11;;81;70;20;5a;1
39388;140650;2687991;1131001;6,90;20,00;N3010.0000000;N3011.0000000;u-10;u-11;81;70;20;5a;1
39389;140650;2687991;1131001;93,10;49,10;N2001.0000000;N1004.0000000;AV;4G;81;70;20;5a;1
39390;140650;2687991;1131001;0,00;14,30;N0003.0000000;N0004.0000000;3;4;81;70;20;5a;1
39391;140674;2700005;1131013;28,20;73,40;N0047.1000001;N3006.0000000;47*Lä;u-6;81;70;70;5a;1
39392;140674;2700005;1131013;71,80;25,90;N2001.0000000;;AV;;81;70;70;5a;1
39393;140674;2700005;1131013;0,00;0,70;N3011.0000000;N0047.1000001;u-11;47*Lä;81;70;70;5a;1
39394;140682;2704000;1131009;100,00;100,00;N0003.0000000;;3;;70;70;30;5a;1
39395;140686;2705996;1131003;100,00;100,00;N0040.0000820;N0047.1000000;40PBl;47*;81;70;30;5a;1
39396;140698;2711987;1131004;0,00;16,20;N0024.1000000;N0021.1000000;24*;21*;90;70;81;5a;1
39397;140698;2711987;1131004;9,00;15,00;N2001.0000000;;AV;;90;70;81;5a;1
39398;140698;2711987;1131004;91,00;68,80;N0024.1000000;N0021.1000000;24*;21*;90;70;81;5a;1
39399;140706;2716000;1130999;100,00;99,40;N0019.0010000;;19a;;70;81;20;5a;1
39400;140706;2716000;1130999;0,00;0,60;N3011.0000000;N0019.0010000;u-11;19a;70;81;20;5a;1
39401;140710;2717995;1130999;0,00;20,10;N0025.0010010;;25as;;20;20;00;5a;1
39402;140710;2717995;1130999;0,00;3,60;N3001.0000000;;u-1;;20;20;00;5a;1
39403;140710;2717995;1130999;80,00;18,10;N3007.0000000;N3001.0000000;u-7;u-1;20;20;00;5a;1
39404;140710;2717995;1130999;0,00;2,50;N0042.0130000;;42t;;20;20;00;5a;1
39405;140710;2717995;1130999;19,90;55,70;N0042.0130000;;42t;;20;20;00;5a;1
39406;140718;2722001;1130999;25,60;6,90;N0057.0000200;N0057.0000020;57C;57Bl;90;70;70;5a;1
39407;140718;2722001;1130999;7,20;8,90;N0057.0000020;N0057.0000200;57Bl;57C;90;70;70;5a;1
39408;140718;2722001;1130999;67,10;84,20;N0057.0000200;;57C;;90;70;70;5a;1
39409;140722;2724004;1131002;14,20;33,90;N0058.0000200;N3011.0000000;58C;u-11;90;70;70;5a;1
39410;140722;2724004;1131002;85,80;66,10;N0058.0000200;;58C;;90;70;70;5a;1
39411;140730;2727993;1130998;62,10;55,60;N0057.0000200;;57C;;90;70;20;5a;1
39412;140730;2727993;1130998;37,90;44,40;N0057.0000020;;57Bl;;90;70;20;5a;1
39413;140734;2730001;1130989;100,00;100,00;N0047.0000000;;47;;70;20;20;5a;1
39414;140746;2735995;1131000;69,90;60,30;N0025.0010010;;25as;;20;00;00;5a;1
39415;140746;2735995;1131000;30,00;22,60;N0025.0010010;N0034.0020000;25as;34b;20;00;00;5a;1
39416;140746;2735995;1131000;0,00;14,90;N0025.0010010;;25as;;20;00;00;5a;1
39417;140746;2735995;1131000;0,00;2,10;N0025.0010000;;25a;;20;00;00;5a;1
39418;140750;2738002;1131003;0,00;5,80;N0019.0002000;;19LC;;70;30;20;5a;1
39419;140750;2738002;1131003;0,00;14,10;N0019.0002000;;19LC;;70;30;20;5a;1
39420;140750;2738002;1131003;100,00;80,10;N0024.0000000;;24;;70;30;20;5a;1
39421;140754;2739996;1131003;100,00;100,00;N0047.0000000;;47;;81;70;20;4;1
39422;140793;2800005;1131001;43,30;42,40;N3001.0000000;;u-1;;83;81;82;4;3
39423;140793;2800005;1131001;15,60;27,00;N0032.1000000;;32*;;83;81;82;4;3
