CLNR;x;y;IP5AREPROZ;IP50PROZ;custom_forest_type_code;custom_transition_forest_type_code
145796;2597000;1124000;0,00;5,60;N2002.0000000;
145796;2597000;1124000;0,00;1,70;N3001.0000000;
145816;2607004;1124002;99,90;75,50;N0052.0001300;
145816;2607004;1124002;0,10;24,50;N0051.0000000;
145820;2608997;1124000;69,10;61,10;N0038.0001200;N0065.0000000
145820;2608997;1124000;0,00;8,40;N0065.1000000;
145820;2608997;1124000;0,00;8,50;N3011.0000000;
145820;2608997;1124000;30,90;22,00;N0065.0000000;
145832;2615003;1123996;100,00;100,00;N0057.0001402;N0059.0000000
145836;2617000;1124001;100,00;100,00;N0059.0000000;
145840;2619001;1124001;100,00;100,00;N0059.0000000;
145844;2621007;1123985;100,00;100,00;N0050.0000800;N0050.0000030
145852;2624998;1124001;100,00;100,00;N0059.0000000;
145856;2627002;1124003;16,20;16,20;N3011.0000000;
145856;2627002;1124003;83,80;69,70;N0059.0000000;N0058.0000000
145856;2627002;1124003;0,00;14,10;N0059.0000000;N0058.0000000
145860;2629001;1124003;29,50;16,10;N0057.0000200;N0060.0000000
145860;2629001;1124003;0,00;11,10;N0057.0000200;
145860;2629001;1124003;13,70;19,80;N0060.0000000;
145860;2629001;1124003;56,80;53,00;N0057.0000200;
145864;2631003;1124005;34,70;47,60;N0057.0000200;N0059.0001400
145864;2631003;1124005;65,30;52,40;N0059.0001400;N0057.0000200
145880;2638999;1124000;98,10;94,10;N0059.0000000;
145880;2638999;1124000;1,90;5,90;N3011.0000000;
145907;2681001;1123997;0,00;13,80;N0059.0000001;N0059.0000000
145907;2681001;1123997;47,90;15,70;N0059.0000001;N0059.0000000
145907;2681001;1123997;52,10;51,90;N2009.0000000;N2001.0000000
145907;2681001;1123997;0,00;18,70;N0059.0000001;N0059.0000000
145931;2692997;1124002;100,00;100,00;N0047.1000000;
145935;2694999;1123996;100,00;100,00;N0003.0100000;N0003.0000000
145939;2697001;1124001;82,60;32,10;N2005.0000000;N0040.0130800
145939;2697001;1124001;2,20;14,40;N0040.0130800;
145939;2697001;1124001;13,70;32,20;N0040.0130800;
145939;2697001;1124001;1,50;5,70;N3010.0000000;
145939;2697001;1124001;0,00;15,60;N2005.0000000;N0040.0130800
145943;2699001;1124000;0,00;7,50;N0025.0070000;N0025.0010010
145943;2699001;1124000;83,30;52,40;N0042.0110000;
145943;2699001;1124000;16,60;31,60;N3011.0000000;
145943;2699001;1124000;0,00;8,50;N0025.0070000;N0025.0010010
145947;2700996;1123998;68,10;72,80;N0019.0010000;N0003.0000010
145947;2700996;1123998;31,90;27,20;N0021.0000600;
145959;2706997;1124002;100,00;100,00;N0003.0000000;
145963;2708998;1124008;80,80;61,60;N0003.0000000;
145963;2708998;1124008;19,20;38,40;N0040.0000800;
145967;2711004;1124007;100,00;91,70;N0040.0000800;N0040.0000820
145967;2711004;1124007;0,00;8,30;N0040.0000820;
145979;2717003;1124002;41,20;34,10;N0003.0000000;N0040.0000820
145979;2717003;1124002;58,80;65,90;N0003.0000000;N0019.0010000
145983;2718995;1124000;24,20;41,00;N0019.0010000;
145983;2718995;1124000;26,20;15,30;N0047.1000000;N3011.0000000
145983;2718995;1124000;49,70;43,70;N0019.0010000;
145991;2723002;1124001;0,00;7,30;N0034.0010000;
145991;2723002;1124001;98,00;71,60;N0034.0010000;
145991;2723002;1124001;2,00;21,10;N0042.0130000;
145995;2725000;1124001;34,60;45,80;N0047.0001600;
145995;2725000;1124001;65,40;54,20;N0047.0001600;N0047.1000000
145999;2727001;1123996;100,00;100,00;N0055.1000000;
146003;2728997;1123986;79,50;64,90;N0003.0000000;N0019.0010000
146003;2728997;1123986;20,50;35,10;N3008.0000000;
146007;2731001;1123998;100,00;100,00;N0034.0020000;N0025.0001700
146015;2735004;1124004;100,00;100,00;N0047.0000000;
146019;2737003;1124002;100,00;100,00;N0059.1000000;
146031;2804994;1124002;100,00;77,00;N0059.1000000;N0047.1000001
146031;2804994;1124002;0,00;20,60;N2001.0000000;
146031;2804994;1124002;0,00;2,40;N3011.0000000;
146035;2807006;1123999;35,90;47,70;N2001.0000000;N3011.0000000
146035;2807006;1123999;64,10;52,30;N0047.1000001;N0047.0000000
146412;2512001;1122997;100,00;100,00;N0035.0000700;N0035.0010000
146419;2557997;1123001;0,00;1,20;N0053.0000000;
146419;2557997;1123001;7,70;18,00;N3011.0000000;
146419;2557997;1123001;92,30;80,80;N0053.0000000;
146423;2559999;1123000;100,00;100,00;N0018.0000700;N0018.0000000
146439;2567999;1123000;0,00;6,50;N3008.0000000;
146439;2567999;1123000;7,40;23,10;N0010.0140000;N0035.0000700
146439;2567999;1123000;23,90;35,90;N0010.0140000;N0035.0000700
146439;2567999;1123000;68,70;28,70;N0014.0000000;N0040.1000000
146439;2567999;1123000;0,00;5,70;N3008.0000000;
146443;2570005;1122997;100,00;100,00;N0012.0010000;
146455;2575982;1122972;88,80;41,60;N0051.0000000;
146455;2575982;1122972;1,00;12,50;N0050.1000000;N0053.0000002
146455;2575982;1122972;1,30;16,80;N3008.0000000;
146455;2575982;1122972;8,90;29,10;N0060.1000002;
146471;2583989;1123000;21,80;38,00;N0018.1000000;
146471;2583989;1123000;78,20;33,90;N1018.1000000;
146471;2583989;1123000;0,00;28,20;N0018.1000000;
146475;2585999;1122999;100,00;100,00;N0053.0000100;
146479;2587997;1122997;100,00;97,00;N0053.1000000;
146479;2587997;1122997;0,00;1,30;N3001.0000000;
146479;2587997;1122997;0,00;1,70;N3001.0000000;
146515;2606001;1123003;100,00;100,00;N0065.0000000;
146527;2611997;1123006;100,00;100,00;N0059.0000000;
146543;2620004;1123001;100,00;100,00;N0059.0001400;N0058.0000020
146547;2622027;1122988;100,00;100,00;N0059.0000100;
146555;2626002;1123007;100,00;100,00;N0059.0000000;
146559;2628003;1122992;100,00;100,00;N0059.0000000;
146567;2632002;1123005;100,00;100,00;N0058.0000000;N0059.0001400
146579;2638003;1122995;100,00;100,00;N0059.0001400;
146583;2639997;1122992;100,00;100,00;N0057.0001400;N0058.0000000
146595;2645998;1123004;80,50;56,50;N0057.0000200;
146595;2645998;1123004;19,50;14,30;N3011.0000000;
146595;2645998;1123004;0,00;25,90;N0057.0000200;
146595;2645998;1123004;0,00;3,30;N0060.0000000;
146624;2688000;1123003;0,00;12,10;N1047.1000000;
146624;2688000;1123003;100,00;87,90;N0047.1000001;
146636;2694003;1123001;0,00;13,40;N3010.0000000;
146636;2694003;1123001;93,50;53,10;N0040.0000820;
146636;2694003;1123001;0,00;2,10;N0003.0000000;
146636;2694003;1123001;6,50;31,40;N0019.0010000;
146640;2695999;1122999;54,80;48,70;N0040.0130800;N0042.0130000
146640;2695999;1122999;45,20;51,30;N0040.0130820;
146648;2700006;1123001;100,00;100,00;N0003.0000000;
146652;2702002;1122999;100,00;100,00;N0040.0000800;
146664;2708005;1123004;38,10;14,70;N3011.0000000;
146664;2708005;1123004;60,10;58,50;N0042.0000200;N0003.0000010
146664;2708005;1123004;1,80;26,90;N0042.0000200;N0003.0000010
146668;2710001;1123007;15,90;32,70;N2001.0000000;
146668;2710001;1123007;14,20;33,40;N0047.1000001;N2001.0000000
146668;2710001;1123007;69,90;33,80;N0021.1000000;
146680;2716001;1122999;0,00;16,60;N0040.0000800;N2001.0000000
146680;2716001;1122999;100,00;83,40;N0019.0010000;N0048.0000000
146684;2717999;1123002;96,60;91,60;N0047.0000000;
146684;2717999;1123002;3,40;8,40;N3008.0000000;N0047.0000000
146688;2720004;1123002;0,60;11,00;N3010.0000000;N3011.0000000
146688;2720004;1123002;0,00;2,10;N0033.0010000;
146688;2720004;1123002;0,20;8,20;N0034.0010000;N0042.0110000
146688;2720004;1123002;63,90;25,10;N0025.0010010;
146688;2720004;1123002;0,00;14,80;N0025.0010000;
146688;2720004;1123002;35,30;38,70;N0034.0010000;N0042.0130000
146696;2724002;1122995;51,40;50,40;N0003.0000000;N0003.0000010
146696;2724002;1122995;48,60;49,60;N0003.0000000;
146700;2726002;1122998;100,00;100,00;N0042.0000200;
146704;2728011;1122999;10,50;47,40;N0034.0010000;N0025.0010010
146704;2728011;1122999;89,50;52,60;N0025.0170000;
146708;2729998;1123036;74,30;64,60;N0042.0000200;
146708;2729998;1123036;25,70;35,40;N0042.0000200;N3011.0000000
146724;2737993;1123005;100,00;94,50;N1070.0000000;N2001.0000000
146724;2737993;1123005;0,00;5,50;N1070.0000000;N0059.1000000
146734;2805993;1123000;100,00;100,00;N0059.1000000;
147120;2511002;1121996;100,00;100,00;N0035.0000700;
147126;2554965;1122045;100,00;100,00;N0050.0000000;
147130;2557000;1122000;0,00;38,70;N0060.1000002;
147130;2557000;1122000;100,00;61,30;N3005.0000000;N3008.0000000
147134;2558997;1121993;40,80;46,30;N3005.0000000;N3008.0000000
147134;2558997;1121993;59,20;53,70;N0060.1000002;
147158;2571000;1121999;4,00;13,10;N0026.0090000;
147158;2571000;1121999;38,50;16,20;N0020.0000000;N0019.0000000
147158;2571000;1121999;57,40;34,40;N0020.0000000;
147158;2571000;1121999;0,00;10,70;N0020.0000000;
147158;2571000;1121999;0,10;15,90;N0026.0090000;
147158;2571000;1121999;0,00;6,80;N0027.0090000;
147158;2571000;1121999;0,00;2,90;N3005.0000000;
147162;2572997;1121999;100,00;100,00;N0053.0000002;N0048.0000000
147166;2575002;1121998;0,00;19,80;N0050.1000000;N0057.0001400
147166;2575002;1121998;24,10;18,80;N0050.1000000;N0060.1000002
147166;2575002;1121998;75,80;61,40;N0050.1000000;N0057.0001400
147186;2584995;1122000;60,70;20,10;N1018.1000000;N1067.0000000
147186;2584995;1122000;2,50;26,40;N3011.0000000;
147186;2584995;1122000;36,80;53,50;N0018.1000000;
147190;2586994;1122008;99,70;86,30;N0053.0000002;
147190;2586994;1122008;0,30;13,70;N3011.0000000;
147194;2589021;1122010;55,80;61,10;N0065.1000000;
147194;2589021;1122010;44,20;38,90;N0065.0000000;
147226;2605003;1121997;100,00;100,00;N0051.0000000;
147230;2607002;1122003;100,00;100,00;N0051.0000000;
147234;2609002;1122002;100,00;100,00;N0055.1000000;
147258;2621002;1121999;100,00;100,00;N0057.0000020;
147282;2633003;1122004;100,00;83,70;N0038.0001200;N0054.0000000
147282;2633003;1122004;0,00;16,30;N3008.0000000;
147286;2635000;1122002;18,70;32,30;N3003.0000000;
147286;2635000;1122002;81,30;67,70;N0053.1000000;
147290;2637002;1121995;12,90;32,00;N0054.0000000;
147290;2637002;1121995;61,70;49,70;N3008.0000000;
147290;2637002;1121995;25,40;18,20;N0058.0000020;
147328;2683020;1121989;4,30;12,80;N1070.0000000;N0047.0000000
147328;2683020;1121989;95,70;87,20;N0047.0000000;
147336;2686996;1122005;88,50;72,30;N0047.0000000;N0047.1000001
147336;2686996;1122005;11,50;27,70;N0047.0000000;
147340;2688998;1122003;100,00;100,00;N0047.0000000;
147344;2691001;1122005;22,10;33,40;N2001.0000000;
147344;2691001;1122005;77,90;66,60;N0047.1000000;
147348;2693004;1122004;100,00;97,20;N0019.0010000;N0047.1000000
147348;2693004;1122004;0,00;2,80;N2001.0000000;
147352;2695003;1122000;92,70;70,60;N0047.1000001;
147352;2695003;1122000;7,30;29,40;N3006.0000000;N3011.0000000
147356;2696992;1122007;24,00;20,70;N0027.0000000;N0025.0170000
147356;2696992;1122007;70,20;46,60;N0025.0170000;
147356;2696992;1122007;0,00;16,90;N0025.0170000;
147356;2696992;1122007;4,20;5,90;N0034.0010000;
147356;2696992;1122007;1,60;9,90;N0034.0010000;N0003.0100000
147364;2701019;1121996;0,00;14,50;N3011.0000000;N0042.0001100
147364;2701019;1121996;67,50;63,20;N0042.0001100;
147364;2701019;1121996;0,00;0,70;N0003.1000000;N0042.0001100
147364;2701019;1121996;32,50;21,70;N0003.1000000;N3011.0000000
147380;2708995;1121999;100,00;100,00;N0040.0000800;
147396;2717004;1121997;100,00;100,00;N0047.0000000;
147400;2719000;1121999;100,00;100,00;N0040.0000800;
147404;2720996;1122005;99,40;70,00;N0033.0010000;N0033.0100000
147404;2720996;1122005;0,00;0,80;N0033.0100000;N0033.0010000
147404;2720996;1122005;0,00;3,60;N0033.0010000;N0033.0100000
147404;2720996;1122005;0,60;25,60;N0033.0100000;N0033.0010000
147416;2727002;1122002;0,00;4,30;N0025.0010000;
147416;2727002;1122002;100,00;95,70;N0042.0110000;N0092.0010000
147432;2735003;1121996;100,00;100,00;N0019.0010000;
147840;2512000;1120986;100,00;100,00;N0035.0010000;
147842;2554002;1121005;100,00;100,00;N0050.0000000;
147850;2557997;1121000;51,20;60,60;N0026.0090000;N0020.0000000
147850;2557997;1121000;0,00;1,30;N0026.0090000;N0020.0000000
147850;2557997;1121000;0,00;6,90;N0027.0090000;
147850;2557997;1121000;48,80;26,60;N3006.0000000;
147850;2557997;1121000;0,00;3,80;N3006.0000000;
147850;2557997;1121000;0,00;0,90;N3001.0000000;
147854;2560001;1120999;0,00;13,40;N3005.0000000;
147854;2560001;1120999;100,00;86,60;N0008.0010000;N0012.0050000
147858;2561998;1121002;100,00;100,00;N0008.0040000;N0007.0010000
147862;2563999;1120998;65,40;39,30;N3001.0000000;
147862;2563999;1120998;34,60;60,70;N0012.0010000;N0009.0010000
147882;2573997;1121001;64,50;51,70;N0050.1000000;N0018.0000700
147882;2573997;1121001;0,00;12,90;N0024.0000000;
147882;2573997;1121001;35,50;21,10;N0024.0000000;
147882;2573997;1121001;0,00;14,30;N3007.0000000;
147906;2586000;1121005;100,00;100,00;N0014.0000000;
147926;2595999;1120999;0,00;9,50;N0029.0000200;N0066.0000000
147926;2595999;1120999;0,10;12,40;N3010.0000000;
147926;2595999;1120999;45,70;26,00;N0029.0000200;N0066.0000000
147926;2595999;1120999;54,20;39,90;N0029.0000200;N0066.0000000
147926;2595999;1120999;0,00;12,20;N0066.0000000;
147934;2599998;1120998;100,00;69,60;N0065.0000000;N0040.0000800
147934;2599998;1120998;0,00;30,40;N0065.0000000;
147942;2604005;1121006;100,00;100,00;N0055.0000000;
147946;2606004;1121002;100,00;77,40;N0057.0000200;
147946;2606004;1121002;0,00;22,60;N3008.0000000;
147950;2608016;1120981;0,00;4,00;N0054.0000000;
147950;2608016;1120981;98,30;68,40;N0054.0000100;
147950;2608016;1120981;1,70;27,60;N0050.0000003;
147954;2610000;1121001;2,10;19,30;N3011.0000000;
147954;2610000;1121001;97,90;80,70;N0065.0000000;
147994;2630003;1121008;100,00;100,00;N0059.0001400;
148002;2634003;1121002;0,00;15,00;N3005.0000000;
148002;2634003;1121002;100,00;76,10;N0065.1000000;N0025.0001100
148002;2634003;1121002;0,00;8,90;N3005.0000000;
148006;2636009;1121024;100,00;100,00;N0055.1000000;
148010;2638002;1121001;100,00;78,30;N0059.0000600;
148010;2638002;1121001;0,00;21,70;N0059.0001400;
148014;2640009;1121003;67,20;49,30;N0059.0000000;
148014;2640009;1121003;32,80;20,60;N3010.0000000;
148014;2640009;1121003;0,00;30,10;N0059.0000000;
148048;2684012;1120989;100,00;100,00;N0019.0010000;
148052;2686002;1121001;65,50;45,60;N0047.0000000;N0019.0002100
148052;2686002;1121001;34,40;54,40;N0047.0000000;N0019.0010000
148060;2689999;1121000;13,90;33,60;N0003.0000000;N0003.0000010
148060;2689999;1121000;86,10;45,40;N0003.0000010;
148060;2689999;1121000;0,00;18,80;N0003.0000000;N0004.0000000
148060;2689999;1121000;0,00;2,20;N3011.0000000;
148064;2691994;1121013;0,00;3,50;N0003.0000000;
148064;2691994;1121013;100,00;75,50;N0003.0000000;N0040.0000820
148064;2691994;1121013;0,00;21,10;N3010.0000000;N3011.0000000
148072;2696003;1121002;100,00;100,00;N0003.0000000;N0004.0000000
148076;2698002;1121001;79,70;65,40;N0025.0010000;N0035.0001100
148076;2698002;1121001;20,30;34,60;N3008.0000000;
148080;2700002;1120996;100,00;100,00;N0034.0010000;
148088;2704006;1120997;100,00;100,00;N0003.0000000;N0003.0000010
148096;2708004;1121008;50,40;44,00;N0034.0010000;N0040.0130800
148096;2708004;1121008;0,00;1,30;N3001.0000000;
148096;2708004;1121008;49,60;54,60;N3004.0000000;
148100;2710004;1121001;0,00;18,10;N0019.0010000;
148100;2710004;1121001;11,10;13,60;N0040.0000800;
148100;2710004;1121001;88,90;68,20;N0040.0000800;
148120;2719997;1121001;63,90;70,80;N0047.1000000;
148120;2719997;1121001;36,10;29,20;N0047.0001600;
148124;2721999;1120998;9,00;31,60;N0042.0130000;N0025.0010010
148124;2721999;1120998;90,90;68,40;N0042.0130000;N0003.0001500
148128;2723973;1121002;14,60;8,50;N3011.0000000;N0037.0000000
148128;2723973;1121002;1,10;13,90;N3002.0000000;
148128;2723973;1121002;0,50;5,90;N0036.0000000;N0093.0000000
148128;2723973;1121002;1,50;3,90;N0091.0000000;
148128;2723973;1121002;21,50;19,40;N0037.0000000;
148128;2723973;1121002;0,00;1,20;N0091.0000000;
148128;2723973;1121002;52,50;27,60;N3011.0000000;N3008.0000000
148128;2723973;1121002;0,00;2,70;N3011.0000000;N0037.0000000
148128;2723973;1121002;8,20;5,80;N0091.0000000;
148128;2723973;1121002;0,00;11,20;N3001.0000000;
148136;2727997;1120999;100,00;91,80;N0025.0001700;N0033.0020000
148136;2727997;1120999;0,00;2,00;N3002.0000000;
148136;2727997;1120999;0,00;6,20;N0034.0010000;
148140;2730003;1121000;0,00;7,50;N3001.0000000;
148140;2730003;1121000;13,20;14,00;N0040.0130800;N0033.0100000
148140;2730003;1121000;0,00;1,90;N0033.0100000;
148140;2730003;1121000;51,90;47,80;N3002.0000000;
148140;2730003;1121000;34,90;28,80;N0033.0100000;N0034.0010000
148144;2732003;1120998;100,00;100,00;N0040.0000820;N0003.0000000
148148;2734005;1120982;100,00;95,80;N0019.0000600;N0019.0002100
148148;2734005;1120982;0,00;4,20;N0021.0000600;
148560;2510999;1119995;97,30;74,70;N0035.0010000;
148560;2510999;1119995;2,60;25,30;N3003.0000000;
148567;2554996;1120001;10,00;26,80;N3005.0000000;
148567;2554996;1120001;90,00;73,20;N0060.0000000;
148595;2568989;1119998;100,00;100,00;N0008.0010000;N0012.0001200
148627;2584998;1120010;0,00;5,40;N0038.0001200;
148627;2584998;1120010;11,90;24,60;N3011.0000000;
148627;2584998;1120010;88,10;70,00;N0038.0001200;
148655;2598999;1120000;60,50;26,80;N0023.0001600;
148655;2598999;1120000;36,40;44,00;N3005.0000000;
148655;2598999;1120000;3,10;29,20;N3003.0000000;
148659;2601003;1119998;100,00;100,00;N0055.0000000;
148663;2603002;1120008;67,80;30,00;N0060.0000000;
148663;2603002;1120008;0,20;6,30;N0057.0000200;
148663;2603002;1120008;32,00;63,70;N0057.0000200;
148671;2606999;1120000;0,00;11,30;N0059.0000000;
148671;2606999;1120000;8,00;29,70;N0059.0000000;
148671;2606999;1120000;76,90;37,50;N0059.0000000;
148671;2606999;1120000;15,10;21,50;N3001.0000000;
148675;2608994;1120005;0,00;6,40;N3011.0000000;
148675;2608994;1120005;100,00;93,60;N0055.1000000;
148679;2611006;1119991;95,80;71,60;N0053.1000000;
148679;2611006;1119991;4,20;28,40;N3008.0000000;
148699;2621002;1120000;100,00;75,40;N0057.0000200;N0059.0000000
148699;2621002;1120000;0,00;24,60;N0057.0000200;
148727;2635004;1120005;75,90;58,80;N0068.1000000;
148727;2635004;1120005;24,10;41,20;N0068.1000000;N0055.1000000
148731;2637000;1119996;100,00;100,00;N0059.0000600;
148766;2683001;1120004;100,00;100,00;N0059.1000000;
148778;2688952;1119972;0,00;7,60;N0019.0010000;N0047.0001600
148778;2688952;1119972;100,00;92,40;N0019.0010000;
148786;2693004;1120000;35,30;39,60;N2001.0000000;
148786;2693004;1120000;64,70;60,40;N0047.1000001;
148790;2695003;1120002;73,10;38,70;N1019.0010000;
148790;2695003;1120002;0,00;20,90;N0047.1000000;N0019.0010000
148790;2695003;1120002;26,90;40,40;N0003.0000000;
148794;2697001;1120005;99,70;71,80;N0047.1000000;N0003.1000000
148794;2697001;1120005;0,30;16,40;N1003.0000000;N3011.0000000
148794;2697001;1120005;0,00;11,80;N3011.0000000;
148798;2699002;1119996;100,00;100,00;N0034.0010000;
148806;2703001;1119995;100,00;100,00;N0040.0130800;N0042.0130000
148814;2707003;1119995;73,00;68,80;N0021.1000000;
148814;2707003;1119995;26,90;31,20;N0003.1000000;N0004.0000000
148818;2709000;1120000;100,00;100,00;N0042.0130000;N0034.0010000
148826;2712999;1119997;0,00;11,40;N0003.0000000;
148826;2712999;1119997;0,50;9,30;N0004.0000000;
148826;2712999;1119997;99,40;77,30;N0003.0000000;
148826;2712999;1119997;0,00;2,00;N3008.0000000;N3011.0000000
148838;2718997;1120001;100,00;100,00;N0019.0010000;
148842;2721020;1120000;81,10;55,00;N0042.0110000;N0042.0001100
148842;2721020;1120000;18,90;28,30;N0034.0010000;
148842;2721020;1120000;0,00;16,60;N0025.0010010;
148850;2725002;1120002;73,10;56,70;N0027.0000000;N0025.0010010
148850;2725002;1120002;0,00;4,60;N0034.0010000;
148850;2725002;1120002;0,00;7,70;N3001.0000000;
148850;2725002;1120002;12,30;23,40;N0034.0010000;
148850;2725002;1120002;0,00;1,60;N0025.0010010;
148850;2725002;1120002;14,60;3,00;N3011.0000000;
148850;2725002;1120002;0,00;3,00;N0034.0010000;N0025.0010000
148854;2726996;1120000;38,70;14,60;N0025.0001700;N0024.0000000
148854;2726996;1120000;38,50;51,30;N0019.0002000;
148854;2726996;1120000;22,80;30,10;N3011.0000000;N0025.0001700
148854;2726996;1120000;0,00;4,00;N0019.0002000;
148858;2728993;1120005;0,00;4,60;N0004.0000000;
148858;2728993;1120005;0,00;3,80;N0004.0000000;
148858;2728993;1120005;100,00;91,60;N0003.0000000;
148862;2731000;1119997;30,10;21,60;N0034.0010000;
148862;2731000;1119997;49,00;17,30;N0025.0170000;
148862;2731000;1119997;14,40;54,90;N0033.0010000;
148862;2731000;1119997;6,50;6,10;N0025.0010010;
148866;2733001;1119995;100,00;87,70;N0003.0000000;N0004.0000000
148866;2733001;1119995;0,00;12,30;N0003.0000000;N0003.0000010
149278;2509998;1119002;100,00;80,50;N0035.0000700;
149278;2509998;1119002;0,00;19,50;N3004.0000000;
149282;2554000;1119003;100,00;100,00;N0060.0000400;N0049.0000000
149290;2558003;1119002;100,00;100,00;N0012.0140000;N0015.0000000
149294;2559999;1119000;80,20;68,50;N0008.0040000;
149294;2559999;1119000;19,70;26,00;N3005.0000000;
149294;2559999;1119000;0,00;5,50;N3005.0000000;
149298;2562007;1119000;100,00;100,00;N0050.0000000;
149302;2564008;1119002;100,00;100,00;N0008.0010000;
149306;2565999;1119000;37,50;14,60;N0025.0050000;
149306;2565999;1119000;20,90;31,00;N0026.0000000;N0007.0001200
149306;2565999;1119000;0,00;3,60;N0035.0000000;N0007.0010000
149306;2565999;1119000;41,60;28,50;N3005.0000000;
149306;2565999;1119000;0,00;4,90;N3003.0000000;
149306;2565999;1119000;0,00;6,50;N3003.0000000;
149306;2565999;1119000;0,00;10,90;N0026.0000000;N0007.0001200
149310;2567998;1119006;64,50;58,40;N0009.0010000;N0010.0010000
149310;2567998;1119006;0,00;2,80;N0009.0010000;
149310;2567998;1119006;35,50;38,80;N3003.0000000;
149338;2582002;1119005;100,00;100,00;N0053.1000000;
149342;2583986;1119007;99,00;74,10;N0052.0000000;
149342;2583986;1119007;1,00;25,90;N3011.0000000;
149370;2598011;1119002;1,40;27,90;N0040.0130800;N0038.0001200
149370;2598011;1119002;0,00;7,50;N0065.1000000;
149370;2598011;1119002;98,60;64,60;N0040.0130800;N0040.1000000
149374;2600003;1118992;100,00;100,00;N0055.0000000;
149378;2601997;1118997;100,00;100,00;N0057.0000200;
149382;2604005;1119002;100,00;100,00;N0059.0001400;
149386;2606000;1119003;3,90;20,90;N0058.0000000;
149386;2606000;1119003;89,90;43,90;N3008.0000000;
149386;2606000;1119003;6,20;35,20;N0057.0000200;
149394;2610026;1118965;0,00;8,00;N3008.0000000;
149394;2610026;1118965;0,00;1,90;N3008.0000000;
149394;2610026;1118965;100,00;90,20;N0040.0000800;
149402;2613996;1119005;0,00;9,20;N3006.0000000;
149402;2613996;1119005;100,00;90,80;N0059.0000600;
149418;2622000;1119000;86,80;67,70;N0059.0000000;
149418;2622000;1119000;13,20;32,30;N0059.0001400;
149438;2631999;1119001;100,00;100,00;N0052.0001300;N0025.0001100
149466;2645999;1119000;100,00;100,00;N0058.0000601;
149486;2686001;1118999;0,00;20,50;N0059.1000000;
149486;2686001;1118999;100,00;79,50;N0059.0000500;
149490;2688003;1119002;30,00;11,10;N0058.0000020;N0047.1000000
149490;2688003;1119002;0,00;5,70;N0058.0000020;N0047.1000000
149490;2688003;1119002;1,00;4,10;N0058.0000020;N0047.1000000
149490;2688003;1119002;69,00;79,10;N0058.0000020;
149494;2690050;1119029;100,00;89,80;N0003.0000000;
149494;2690050;1119029;0,00;10,20;N0003.0000010;
149498;2692006;1119006;100,00;100,00;N0019.0010000;N0003.0000000
149506;2696000;1118998;7,20;24,20;N3009.0000000;
149506;2696000;1118998;92,80;75,80;N0040.0130800;
149510;2698000;1118999;6,00;28,60;N0003.0000000;N3011.0000000
149510;2698000;1118999;80,90;60,60;N0003.0000000;
149510;2698000;1118999;13,10;10,80;N0003.0000000;N3011.0000000
149514;2700005;1119000;0,00;9,40;N0042.0110000;
149514;2700005;1119000;0,00;7,70;N0042.0110000;
149514;2700005;1119000;100,00;82,90;N0034.0010000;N0025.0010010
149518;2701998;1119000;100,00;71,00;N0004.0000000;N0003.0000000
149518;2701998;1119000;0,00;21,60;N0003.0000000;
149518;2701998;1119000;0,00;7,40;N0003.0000000;
149522;2704000;1118999;59,50;50,00;N3008.0000000;N2001.0000000
149522;2704000;1118999;0,00;6,10;N0019.0010000;N1019.0010000
149522;2704000;1118999;40,50;43,90;N0019.0010000;N1019.0010000
149526;2706001;1119005;0,00;6,00;N0003.0000000;N0040.0000800
149526;2706001;1119005;55,10;21,80;N0032.1000000;
149526;2706001;1119005;18,10;16,20;N0003.0000000;
149526;2706001;1119005;26,70;55,90;N0040.0000800;
149530;2707998;1119001;100,00;100,00;N0034.0010000;
149542;2714037;1119006;100,00;100,00;N0047.0000000;N0021.0000600
149550;2718001;1118995;46,80;28,50;N3008.0000000;N0040.0000820
149550;2718001;1118995;47,00;39,40;N0047.0000000;N0019.0010000
149550;2718001;1118995;6,20;32,10;N0040.0000800;
149554;2720002;1119000;28,40;35,70;N0040.0000800;N0019.0010000
149554;2720002;1119000;71,50;64,30;N0019.0010000;
149558;2722003;1119000;22,50;10,90;N3001.0000000;
149558;2722003;1119000;50,90;48,80;N0034.0010000;
149558;2722003;1119000;17,60;26,30;N3002.0000000;
149558;2722003;1119000;0,00;6,40;N3001.0000000;
149558;2722003;1119000;9,00;7,60;N0034.0010000;
149566;2726002;1119004;100,00;100,00;N0042.0130000;
149570;2728001;1118999;100,00;100,00;N0047.0000000;N0047.0000300
149574;2730009;1118998;100,00;100,00;N0019.0010000;
149578;2732003;1118997;100,00;100,00;N0004.0000000;N0003.0000000
149582;2734003;1118995;96,00;73,00;N0004.0000000;N0019.0000600
149582;2734003;1118995;4,00;27,00;N0003.0000000;N0019.0010000
149986;2553005;1117998;0,00;3,30;N3011.0000000;
149986;2553005;1117998;96,20;75,80;N0050.0000000;N0049.0000000
149986;2553005;1117998;3,80;21,00;N0050.0000000;N0051.0000000
150002;2561002;1117998;8,10;23,10;N0051.0000000;N0049.0000000
150002;2561002;1117998;91,90;76,90;N0050.0000000;N0049.0000000
150006;2563004;1117999;98,20;75,50;N0051.0000000;N0060.0000000
150006;2563004;1117999;1,80;22,50;N3006.0000000;
150006;2563004;1117999;0,00;2,00;N3006.0000000;
150034;2577002;1118002;100,00;100,00;N0059.0000400;
